SpectraSuite数据文件
++++++++++++++++++++++++++++++++++++
数据: Mon Jan 14 19:36:37 CST 2019
用户: 56283
暗光谱: 否
参考光谱: 否
光谱数量: 1
光谱仪: USB2+U18164
积分时间（微秒）: 100000 (USB2+U18164)
平均次数: 1 (USB2+U18164)
平滑度: 0 (USB2+U18164)
去除暗噪声: 否 (USB2+U18164)
使用脉冲信号/灯: 否 (USB2+U18164)
电子暗噪声校正: 否 (USB2+U18164)
杂散光校正: 否 (USB2+U18164)
光谱像素值: 2048
>>>>>Begin Processed Spectral Data<<<<<
340.59	311.29
340.96	311.29
341.34	311.29
341.71	299.59
342.08	304.27
342.46	301.93
342.83	234.05
343.21	180.22
343.58	325.33
343.95	273.84
344.33	220.01
344.70	262.14
345.08	332.36
345.45	351.08
345.82	318.31
346.20	322.99
346.57	374.49
346.95	440.02
347.32	421.30
347.69	449.38
348.07	374.49
348.44	463.43
348.81	521.94
349.19	493.85
349.56	491.51
349.93	493.85
350.31	517.26
350.68	524.28
351.06	580.45
351.43	514.92
351.80	575.77
352.18	568.75
352.55	533.64
352.92	641.31
353.29	657.69
353.67	613.22
354.04	645.99
354.41	622.58
354.79	674.07
355.16	608.54
355.53	624.92
355.91	645.99
356.28	643.65
356.65	664.71
357.03	720.88
357.40	702.16
357.77	638.97
358.14	676.41
358.52	671.73
358.89	723.23
359.26	655.35
359.63	671.73
360.01	657.69
360.38	627.26
360.75	695.14
361.13	608.54
361.50	681.10
361.87	596.84
362.24	631.94
362.61	631.94
362.99	564.07
363.36	627.26
363.73	613.22
364.10	578.11
364.48	641.31
364.85	613.22
365.22	617.90
365.59	627.26
365.97	606.20
366.34	606.20
366.71	615.56
367.08	606.20
367.45	575.77
367.83	641.31
368.20	585.13
368.57	559.39
368.94	638.97
369.31	603.86
369.68	638.97
370.06	683.44
370.43	566.41
370.80	580.45
371.17	645.99
371.54	587.47
371.91	702.16
372.29	653.01
372.66	594.50
373.03	620.24
373.40	617.90
373.77	603.86
374.14	664.71
374.52	599.18
374.89	585.13
375.26	592.16
375.63	601.52
376.00	589.82
376.37	613.22
376.74	634.29
377.11	648.33
377.49	624.92
377.86	629.60
378.23	643.65
378.60	627.26
378.97	662.37
379.34	592.16
379.71	613.22
380.08	683.44
380.45	608.54
380.82	620.24
381.19	606.20
381.57	575.77
381.94	589.82
382.31	573.43
382.68	631.94
383.05	622.58
383.42	599.18
383.79	575.77
384.16	636.63
384.53	585.13
384.90	655.35
385.27	622.58
385.64	615.56
386.01	592.16
386.38	566.41
386.75	671.73
387.12	587.47
387.49	627.26
387.86	615.56
388.23	622.58
388.60	660.03
388.97	662.37
389.34	681.10
389.71	564.07
390.08	603.86
390.45	608.54
390.82	580.45
391.19	627.26
391.56	599.18
391.93	568.75
392.30	624.92
392.67	592.16
393.04	571.09
393.41	627.26
393.78	676.41
394.15	660.03
394.52	627.26
394.89	580.45
395.26	657.69
395.63	573.43
396.00	636.63
396.37	592.16
396.74	638.97
397.11	648.33
397.48	645.99
397.85	620.24
398.22	564.07
398.58	657.69
398.95	631.94
399.32	664.71
399.69	643.65
400.06	617.90
400.43	589.82
400.80	643.65
401.17	606.20
401.54	667.05
401.91	648.33
402.28	603.86
402.64	594.50
403.01	622.58
403.38	683.44
403.75	596.84
404.12	617.90
404.49	587.47
404.86	601.52
405.23	596.84
405.59	622.58
405.96	568.75
406.33	662.37
406.70	617.90
407.07	599.18
407.44	610.88
407.80	634.29
408.17	641.31
408.54	669.39
408.91	608.54
409.28	620.24
409.65	662.37
410.01	627.26
410.38	601.52
410.75	582.79
411.12	617.90
411.49	634.29
411.85	674.07
412.22	636.63
412.59	585.13
412.96	643.65
413.33	667.05
413.69	664.71
414.06	617.90
414.43	585.13
414.80	596.84
415.17	692.80
415.53	627.26
415.90	624.92
416.27	667.05
416.64	589.82
417.00	645.99
417.37	636.63
417.74	657.69
418.11	704.50
418.47	601.52
418.84	596.84
419.21	704.50
419.58	643.65
419.94	608.54
420.31	706.84
420.68	601.52
421.04	636.63
421.41	578.11
421.78	645.99
422.15	578.11
422.51	685.78
422.88	636.63
423.25	613.22
423.61	627.26
423.98	622.58
424.35	650.67
424.71	603.86
425.08	622.58
425.45	683.44
425.81	643.65
426.18	634.29
426.55	683.44
426.91	667.05
427.28	685.78
427.65	688.12
428.01	596.84
428.38	624.92
