SpectraSuite数据文件
++++++++++++++++++++++++++++++++++++
数据: Mon Jan 14 19:36:35 CST 2019
用户: 56283
暗光谱: 否
参考光谱: 否
光谱数量: 1
光谱仪: USB2+U18164
积分时间（微秒）: 100000 (USB2+U18164)
平均次数: 1 (USB2+U18164)
平滑度: 0 (USB2+U18164)
去除暗噪声: 否 (USB2+U18164)
使用脉冲信号/灯: 否 (USB2+U18164)
电子暗噪声校正: 否 (USB2+U18164)
杂散光校正: 否 (USB2+U18164)
光谱像素值: 2048
>>>>>Begin Processed Spectral Data<<<<<
340.59	287.89
340.96	287.89
341.34	287.89
341.71	245.76
342.08	208.31
342.46	257.46
342.83	175.54
343.21	245.76
343.58	205.97
343.95	259.80
344.33	210.65
344.70	248.10
345.08	243.42
345.45	355.76
345.82	372.15
346.20	379.17
346.57	339.38
346.95	430.66
347.32	416.62
347.69	372.15
348.07	449.38
348.44	437.68
348.81	496.19
349.19	449.38
349.56	503.22
349.93	489.17
350.31	507.90
350.68	491.51
351.06	505.56
351.43	592.16
351.80	653.01
352.18	601.52
352.55	629.60
352.92	599.18
353.29	571.09
353.67	568.75
354.04	634.29
354.41	524.28
354.79	603.86
355.16	622.58
355.53	578.11
355.91	648.33
356.28	744.29
356.65	723.23
357.03	648.33
357.40	613.22
357.77	692.80
358.14	610.88
358.52	655.35
358.89	683.44
359.26	641.31
359.63	622.58
360.01	645.99
360.38	608.54
360.75	636.63
361.13	624.92
361.50	620.24
361.87	566.41
362.24	606.20
362.61	592.16
362.99	608.54
363.36	566.41
363.73	596.84
364.10	613.22
364.48	585.13
364.85	601.52
365.22	535.98
365.59	624.92
365.97	657.69
366.34	613.22
366.71	589.82
367.08	636.63
367.45	641.31
367.83	582.79
368.20	624.92
368.57	547.69
368.94	608.54
369.31	622.58
369.68	678.76
370.06	594.50
370.43	606.20
370.80	660.03
371.17	664.71
371.54	554.71
371.91	582.79
372.29	526.62
372.66	578.11
373.03	636.63
373.40	599.18
373.77	594.50
374.14	615.56
374.52	631.94
374.89	620.24
375.26	624.92
375.63	657.69
376.00	622.58
376.37	596.84
376.74	596.84
377.11	594.50
377.49	561.73
377.86	599.18
378.23	615.56
378.60	557.05
378.97	582.79
379.34	617.90
379.71	622.58
380.08	634.29
380.45	580.45
380.82	627.26
381.19	638.97
